Student_ID,login_frequency,avg_session_duration,completed_assignments,quiz_scores_avg,forum_participation,resource_views,task_completion_time,task_accuracy,error_count,repetition_needed,motion_intensity,safety_violations,attention_span_score,fatigue_level,collaboration_index,performance_score,efficiency_gain,instruction_recommendation,Age,Gender,Grade_Level,ID_Level,Adaptive_Functioning,Independent_Learning,Assistance_Level,Working_Memory,Attention_Control,Processing_Speed,Executive_Function,Reasoning_Skill,Reading_Level,Language_Comprehension,Vocabulary_Level,Communication_Mode,Motivation,Emotional_Regulation,Social_Interaction,Sensory_Sensitivity,Preferred_Learning_Mode,Prompt_Dependency,Repetition_Need,Activity_Duration,Literacy_Level,Numeracy_Level,Daily_Living_Skills,Task_Complexity_Tolerance,Recommended_Difficulty,Recommended_Content,Visual_Support,Audio_Support,Session_Length
S161,15,28.8,9,76.8,5,7,13.3,67.1,2,3,0.36,1,0.87,0.76,0.47,56.4,17.4,Competency-Based,16,Male,10,Severe,3,High,Full,5.0,3,2,2.0,3.0,Beginner,Low,Low,Verbal,1,1,1,Medium,Hands-on,High,High,Short,2,4,4,Easy,Easy,Quiz,Yes,No,10
S162,11,51.7,7,77.7,9,16,14.9,60.8,0,1,0.31,0,0.46,0.65,0.57,57.3,18.0,Competency-Based,11,Female,6,Moderate,2,Medium,Partial,5.0,3,4,3.0,5.0,Beginner,Medium,Medium,AAC,3,4,3,Low,Visual,Low,High,Short,4,4,7,High,Easy,Worksheet,Yes,Yes,15
S163,5,58.6,7,77.6,9,32,13.6,74.8,3,3,0.61,1,0.79,0.12,0.51,71.8,11.2,Adaptive,12,Male,5,Severe,2,Low,Full,5.0,1,3,6.0,2.0,Emerging,Low,Low,Non-verbal,2,2,3,High,Visual,High,High,Short,2,5,5,Easy,Easy,Flashcards,Yes,Yes,10
S164,9,19.0,6,63.4,12,34,8.7,67.3,4,2,0.7,0,0.68,0.47,0.4,56.8,15.5,Competency-Based,16,Female,12,Mild,4,Low,Minimal,6.0,9,9,7.0,10.0,Intermediate,High,Medium,Non-verbal,10,6,7,Medium,Mixed,Low,Medium,Long,5,4,6,High,Medium,Video,Yes,Yes,25
S165,8,50.6,9,92.1,16,30,29.4,75.6,4,2,0.72,0,0.86,0.58,0.67,68.5,9.0,Adaptive,10,Female,4,Moderate,2,Medium,Partial,4.0,5,4,2.0,4.0,Beginner,Medium,Medium,Verbal,7,4,4,Low,Hands-on,Low,High,Short,4,4,6,Medium,Easy,Worksheet,Yes,No,20
S166,10,41.5,2,92.6,8,52,12.9,95.5,6,1,0.54,1,0.68,0.62,0.83,73.7,20.0,Competency-Based,10,Female,3,Mild,4,High,Minimal,6.0,7,6,5.0,7.0,Intermediate,High,High,Non-verbal,7,6,9,Low,Visual,Medium,Medium,Medium,7,5,9,High,Hard,Quiz,Yes,Yes,25
S167,11,36.6,3,78.1,16,25,24.1,76.4,2,3,0.69,0,0.74,0.25,0.88,70.0,7.6,Adaptive,8,Female,3,Severe,2,Low,Full,5.0,1,10,3.0,3.0,Emerging,Low,Low,Non-verbal,1,3,4,Low,Hands-on,High,Medium,Short,3,1,2,Easy,Easy,Story,Yes,No,10
S168,7,33.9,5,85.3,8,32,24.8,93.4,2,2,0.64,1,0.66,0.71,0.42,68.7,5.2,Competency-Based,15,Male,6,Moderate,2,Medium,Partial,4.0,4,7,2.0,2.0,Emerging,Medium,Low,AAC,4,2,3,Medium,Visual,Low,High,Short,3,8,1,Easy,Medium,Worksheet,Yes,No,10
S169,3,50.3,8,77.6,8,30,28.4,83.0,1,1,0.66,0,0.66,0.77,0.73,61.4,7.2,Competency-Based,12,Female,12,Mild,3,High,Minimal,6.0,8,8,5.0,6.0,Beginner,High,Medium,Verbal,6,7,6,Low,Audio,Medium,Low,Long,5,5,7,High,Medium,Video,Yes,Yes,25
S170,21,43.8,5,71.8,0,37,8.7,69.4,1,2,0.55,0,0.82,0.27,0.7,65.0,16.6,Adaptive,16,Female,3,Mild,4,High,Minimal,7.0,6,5,1.0,7.0,Beginner,High,Medium,Verbal,6,7,9,High,Hands-on,Low,Medium,Medium,7,8,3,High,Hard,Video,Yes,No,30
S171,12,51.2,4,79.7,1,25,27.2,73.5,4,1,0.62,0,0.75,0.72,0.51,60.1,11.7,Competency-Based,18,Male,6,Moderate,1,Medium,Partial,4.0,6,8,9.0,5.0,Beginner,Medium,Medium,Non-verbal,6,6,7,Low,Mixed,Low,High,Medium,6,6,3,Medium,Easy,Quiz,Yes,Yes,20
S172,14,55.6,4,74.9,15,39,19.6,63.2,2,1,0.7,1,0.75,0.17,0.31,66.3,11.7,Adaptive,15,Male,12,Mild,4,High,Minimal,7.0,6,6,8.0,5.0,Intermediate,High,High,Verbal,6,6,6,High,Visual,Low,Low,Medium,8,5,7,High,Medium,Worksheet,Yes,No,20
S173,17,42.8,5,76.9,0,56,21.9,72.7,0,3,0.5,1,0.65,0.14,0.71,70.8,19.3,Adaptive,17,Female,6,Moderate,2,Medium,Partial,3.0,7,5,1.0,5.0,Beginner,Medium,Medium,AAC,4,9,3,Low,Visual,Low,High,Medium,3,4,2,Medium,Easy,Story,Yes,No,20
S174,24,59.1,4,85.3,9,38,22.2,85.7,3,2,0.7,0,0.69,0.19,0.87,76.7,18.8,Adaptive,16,Male,6,Moderate,2,Medium,Partial,5.0,8,4,7.0,6.0,Beginner,Medium,Medium,Non-verbal,3,4,3,Medium,Visual,Low,High,Long,6,8,5,Medium,Easy,Worksheet,Yes,No,10
S175,11,42.4,2,71.6,17,45,26.0,62.7,7,3,0.6,1,0.81,0.14,0.68,65.0,9.7,Adaptive,9,Female,8,Mild,3,High,Minimal,5.0,7,9,6.0,5.0,Intermediate,High,Medium,AAC,7,8,5,Low,Mixed,Medium,Medium,Medium,10,4,6,High,Medium,Quiz,Yes,Yes,30
S176,22,43.6,7,51.8,7,55,15.3,67.8,2,2,0.38,0,0.85,0.69,0.56,48.1,8.1,Competency-Based,15,Female,4,Mild,4,Low,Minimal,8.0,8,8,9.0,8.0,Beginner,High,Medium,Non-verbal,3,5,8,Low,Audio,Medium,Low,Medium,6,7,8,Easy,Medium,Flashcards,No,Yes,25
S177,19,40.0,4,57.4,10,51,24.1,74.5,6,3,0.31,1,0.78,0.14,0.62,62.9,17.7,Competency-Based,8,Female,6,Moderate,2,Medium,Partial,5.0,3,4,4.0,4.0,Beginner,Medium,Medium,AAC,6,4,4,Low,Mixed,Low,High,Short,4,7,5,Medium,Easy,Quiz,Yes,Yes,10
S178,19,19.1,6,69.7,1,22,19.6,97.3,7,2,0.48,1,0.91,0.29,0.42,71.6,18.6,Adaptive,9,Male,11,Mild,4,High,Minimal,5.0,5,5,5.0,6.0,Intermediate,Medium,High,Verbal,5,7,6,Medium,Mixed,Medium,Medium,Medium,9,4,5,High,Medium,Worksheet,No,Yes,20
S179,22,47.7,4,82.6,7,15,25.5,89.8,2,3,0.57,0,0.85,0.17,0.75,77.4,13.1,Adaptive,9,Female,10,Severe,1,Low,Full,3.0,1,1,1.0,4.0,Emerging,Low,Low,AAC,5,5,3,High,Visual,High,High,Short,3,2,2,Easy,Easy,Video,Yes,No,10
S180,14,39.6,3,76.7,7,27,29.8,87.9,5,1,0.72,0,0.71,0.31,0.75,71.4,14.4,Adaptive,16,Male,12,Moderate,2,Medium,Partial,3.0,5,4,6.0,3.0,Beginner,Medium,Medium,AAC,3,6,4,High,Audio,Medium,High,Medium,3,4,5,Medium,Easy,Quiz,Yes,No,25
S181,9,35.3,2,79.3,16,52,12.4,64.4,1,2,0.36,0,0.77,0.16,0.39,68.7,8.9,Adaptive,10,Male,5,Mild,4,High,Minimal,6.0,6,8,6.0,5.0,Intermediate,High,High,AAC,8,8,7,Low,Hands-on,Low,Low,Medium,7,6,6,High,Medium,Story,Yes,Yes,20
S182,4,56.0,3,71.6,14,26,29.9,89.7,6,2,0.7,0,0.91,0.57,0.83,64.6,17.0,Competency-Based,13,Male,5,Mild,4,High,Minimal,7.0,5,5,6.0,8.0,Beginner,High,Medium,Non-verbal,5,4,5,High,Visual,Medium,Low,Medium,7,6,7,High,Medium,Quiz,Yes,No,25
S183,5,28.4,3,77.7,16,21,10.0,89.8,3,1,0.73,0,0.74,0.19,0.46,74.9,14.5,Adaptive,16,Male,4,Severe,2,Low,Full,4.0,4,1,3.0,1.0,Emerging,Low,Low,Non-verbal,2,1,1,High,Visual,High,High,Short,2,4,4,Medium,Easy,Flashcards,Yes,Yes,15
S184,19,38.6,6,64.8,12,9,8.1,82.8,4,3,0.38,1,0.85,0.7,0.89,57.4,12.6,Competency-Based,13,Male,3,Severe,2,Low,Minimal,2.0,3,5,2.0,3.0,Emerging,Low,Low,Verbal,3,1,2,High,Visual,High,High,Short,3,2,2,Medium,Easy,Worksheet,Yes,Yes,10
S185,7,46.4,2,71.2,18,48,9.0,97.6,6,2,0.73,1,0.78,0.67,0.53,64.8,5.9,Competency-Based,10,Male,8,Moderate,2,Medium,Partial,6.0,5,5,5.0,9.0,Beginner,Medium,Medium,Verbal,3,2,5,High,Visual,Medium,Medium,Short,9,5,7,Easy,Easy,Video,Yes,No,20
S186,19,50.8,2,83.5,4,15,15.5,72.4,2,2,0.8,0,0.7,0.11,0.41,73.7,18.7,Adaptive,13,Male,7,Moderate,1,Medium,Partial,4.0,7,2,4.0,5.0,Beginner,Medium,Medium,Verbal,1,6,2,High,Mixed,Low,High,Medium,5,3,3,Medium,Easy,Video,Yes,No,20
S187,19,35.7,9,89.2,11,34,21.9,95.8,4,3,0.66,0,0.53,0.73,0.51,70.4,14.2,Competency-Based,17,Female,7,Severe,2,Low,Full,1.0,3,1,1.0,4.0,Beginner,Low,Low,AAC,1,4,5,High,Hands-on,High,High,Short,2,4,3,Easy,Easy,Flashcards,Yes,Yes,10
S188,19,52.9,2,69.5,0,19,9.5,94.8,2,1,0.69,0,0.63,0.12,0.56,74.6,7.9,Adaptive,13,Male,5,Mild,4,Low,Minimal,6.0,5,3,7.0,7.0,Intermediate,Medium,High,AAC,10,8,8,Low,Visual,Medium,Low,Medium,7,5,7,High,Medium,Video,Yes,No,25
S189,4,49.6,2,52.0,4,31,8.1,60.4,4,3,0.8,1,0.93,0.27,0.34,54.1,14.1,Competency-Based,15,Female,8,Moderate,2,Medium,Full,5.0,3,5,6.0,4.0,Beginner,Medium,Medium,Verbal,5,6,4,Medium,Mixed,Medium,High,Medium,5,3,6,Medium,Easy,Story,Yes,No,15
S190,4,18.0,2,57.3,7,39,28.6,77.1,3,3,0.6,0,0.76,0.12,0.65,64.4,15.2,Competency-Based,17,Male,8,Moderate,2,Medium,Partial,4.0,5,7,2.0,5.0,Beginner,Medium,Medium,AAC,6,3,8,Low,Hands-on,Low,High,Medium,4,5,5,Medium,Easy,Quiz,Yes,Yes,20
S191,24,17.1,6,50.9,12,37,26.1,97.1,1,3,0.45,0,0.71,0.34,0.66,63.6,12.9,Competency-Based,13,Female,7,Moderate,3,Medium,Minimal,6.0,3,3,4.0,3.0,Emerging,Medium,Low,Verbal,8,4,5,Medium,Audio,Medium,High,Short,3,5,4,Medium,Easy,Story,Yes,No,15
S192,7,42.9,4,79.4,7,24,25.8,63.9,3,2,0.72,1,0.91,0.46,0.74,62.4,15.8,Competency-Based,10,Female,4,Moderate,2,Medium,Full,5.0,5,4,4.0,3.0,Beginner,Medium,Medium,Non-verbal,4,5,7,Low,Mixed,Low,High,Medium,5,2,5,Medium,Medium,Flashcards,Yes,Yes,20
S193,3,30.6,9,65.0,10,20,27.5,80.8,5,1,0.61,1,0.72,0.66,0.32,57.5,13.7,Competency-Based,9,Female,3,Moderate,2,High,Partial,4.0,3,1,7.0,5.0,Beginner,Medium,Medium,AAC,3,2,5,Medium,Hands-on,Low,High,Medium,5,8,3,High,Easy,Worksheet,Yes,No,25
S194,3,24.4,3,74.4,0,38,23.4,97.2,0,1,0.59,1,0.69,0.34,0.62,73.1,19.2,Adaptive,10,Female,8,Mild,3,High,Partial,6.0,9,7,8.0,7.0,Beginner,High,Medium,AAC,7,5,10,Low,Mixed,Low,Low,Medium,6,6,7,High,Medium,Video,Yes,Yes,15
S195,21,41.1,2,72.2,12,6,10.3,81.1,1,3,0.43,1,0.82,0.59,0.33,62.3,5.8,Competency-Based,16,Female,8,Moderate,2,Medium,Partial,3.0,7,5,6.0,5.0,Emerging,Medium,Low,Non-verbal,4,4,4,Low,Hands-on,Medium,High,Medium,3,10,6,Medium,Easy,Quiz,Yes,No,15
S196,4,30.4,8,53.7,18,39,16.8,67.2,3,2,0.68,0,0.79,0.23,0.72,57.7,6.6,Competency-Based,17,Male,3,Mild,4,High,Minimal,5.0,6,4,7.0,7.0,Beginner,High,Medium,AAC,9,6,6,High,Hands-on,Low,Low,Medium,6,7,6,High,Medium,Story,No,No,30
S197,23,39.2,4,68.1,2,44,23.9,82.1,5,3,0.34,1,0.51,0.63,0.33,59.8,7.6,Competency-Based,17,Female,6,Mild,4,High,Minimal,10.0,6,6,9.0,4.0,Intermediate,High,High,Non-verbal,4,6,9,High,Mixed,Medium,Medium,Medium,8,6,7,High,Medium,Flashcards,Yes,No,25
S198,14,35.7,4,59.9,16,32,14.2,67.8,0,2,0.76,1,0.66,0.27,0.85,59.9,15.4,Competency-Based,13,Male,11,Mild,4,High,Partial,6.0,5,5,4.0,4.0,Intermediate,High,High,AAC,2,9,8,Medium,Mixed,Medium,Medium,Short,6,7,10,High,Medium,Quiz,No,Yes,25
S199,8,41.3,3,68.8,4,51,23.1,79.7,5,2,0.46,0,0.66,0.2,0.72,67.9,14.7,Adaptive,10,Male,9,Severe,2,Low,Partial,3.0,3,4,2.0,3.0,Emerging,Low,Low,Verbal,2,1,3,Medium,Visual,High,High,Short,1,1,1,Easy,Easy,Video,Yes,Yes,25
S200,6,33.0,6,59.2,19,43,8.5,62.8,2,2,0.36,0,0.61,0.23,0.6,58.7,18.4,Competency-Based,13,Male,9,Severe,2,Low,Full,3.0,3,4,2.0,3.0,Beginner,Low,Medium,AAC,2,4,5,Medium,Audio,High,High,Short,8,3,2,Easy,Easy,Video,Yes,No,15
S201,13,46.4,5,87.8,7,10,14.7,83.0,7,2,0.52,0,0.68,0.23,0.56,75.7,16.0,Adaptive,15,Female,5,Moderate,2,Medium,Full,4.0,4,3,5.0,4.0,Emerging,Medium,Low,Verbal,6,3,6,High,Hands-on,Medium,High,Short,1,3,5,Medium,Easy,Story,Yes,No,25
S202,19,23.1,5,57.8,13,13,20.1,79.6,2,1,0.32,1,0.63,0.46,0.38,58.6,12.6,Competency-Based,12,Male,12,Mild,4,High,Minimal,3.0,8,8,6.0,8.0,Beginner,High,Medium,Verbal,9,5,7,Medium,Visual,Low,High,Medium,6,6,7,High,Medium,Video,Yes,No,20
S203,8,46.3,4,93.2,3,24,21.9,88.1,4,2,0.64,0,0.51,0.69,0.47,70.5,19.9,Competency-Based,16,Female,12,Moderate,3,Medium,Partial,4.0,6,8,4.0,3.0,Intermediate,Medium,Medium,Non-verbal,4,7,4,Medium,Visual,Low,High,Medium,6,4,5,Medium,Easy,Story,Yes,Yes,10
S204,7,33.5,7,68.7,10,5,20.7,84.0,1,2,0.75,1,0.63,0.16,0.82,70.4,9.0,Adaptive,12,Male,10,Mild,4,High,Minimal,8.0,5,3,9.0,6.0,Beginner,High,Medium,Verbal,5,4,4,High,Mixed,Medium,Low,Medium,7,6,6,High,Medium,Quiz,Yes,Yes,20
S205,22,54.3,7,88.1,19,12,23.4,80.9,2,3,0.72,1,0.44,0.59,0.84,68.5,17.5,Adaptive,11,Male,10,Mild,4,Medium,Minimal,6.0,8,5,7.0,7.0,Intermediate,High,High,Non-verbal,9,5,8,Low,Hands-on,Medium,Low,Medium,10,6,6,High,Medium,Quiz,Yes,No,30
S206,4,38.2,3,78.3,14,59,8.1,86.2,6,3,0.36,1,0.72,0.56,0.3,66.4,11.4,Adaptive,10,Male,8,Mild,4,High,Minimal,6.0,5,6,4.0,6.0,Intermediate,High,High,AAC,8,9,6,Low,Audio,Medium,Medium,Medium,5,8,5,High,Medium,Quiz,Yes,No,25
S207,8,58.8,5,83.1,18,27,10.2,65.5,5,1,0.36,0,0.87,0.71,0.66,59.2,14.7,Competency-Based,11,Male,11,Mild,4,High,Full,10.0,7,10,7.0,6.0,Intermediate,High,High,Verbal,8,5,5,High,Mixed,Medium,Medium,Medium,9,8,5,High,Medium,Story,Yes,No,25
S208,24,42.1,4,84.5,6,7,27.1,82.6,1,3,0.71,1,0.8,0.27,0.73,74.1,15.9,Adaptive,12,Female,12,Severe,2,Low,Partial,1.0,1,3,1.0,1.0,Beginner,Low,Low,Non-verbal,3,4,1,Medium,Mixed,High,High,Short,4,1,2,Easy,Easy,Video,Yes,No,10
S209,13,25.1,6,72.7,18,8,23.0,66.5,7,2,0.76,0,0.6,0.42,0.67,60.9,14.5,Competency-Based,14,Female,12,Mild,4,Medium,Minimal,6.0,5,6,7.0,8.0,Advanced,High,High,Verbal,4,5,6,Medium,Mixed,Low,Medium,Short,10,4,6,High,Hard,Flashcards,No,No,20
S210,18,52.0,5,74.4,18,29,10.5,95.2,6,3,0.53,0,0.45,0.75,0.35,63.7,7.1,Competency-Based,17,Female,8,Severe,2,Low,Minimal,2.0,4,5,6.0,2.0,Emerging,Low,Low,AAC,4,4,1,High,Hands-on,High,High,Short,2,5,2,Medium,Easy,Story,Yes,Yes,10
S211,18,30.5,4,73.1,10,51,26.5,62.6,2,1,0.55,0,0.51,0.56,0.43,57.6,11.6,Competency-Based,14,Female,7,Mild,4,High,Minimal,5.0,8,3,10.0,8.0,Intermediate,High,Medium,AAC,1,6,5,High,Hands-on,Medium,Medium,Long,4,6,5,High,Medium,Flashcards,Yes,No,30
S212,3,30.6,4,76.5,4,42,13.3,76.4,4,3,0.46,1,0.7,0.37,0.45,66.7,13.4,Adaptive,15,Male,10,Severe,3,Low,Full,4.0,2,2,4.0,4.0,Emerging,Medium,Low,AAC,1,2,7,High,Mixed,High,High,Short,1,3,4,Easy,Medium,Video,Yes,Yes,15
S213,11,16.4,2,51.3,4,19,18.5,86.4,3,3,0.75,1,0.51,0.19,0.8,63.3,17.7,Competency-Based,11,Male,8,Severe,2,Low,Full,3.0,2,1,2.0,1.0,Emerging,Low,Low,Non-verbal,1,3,2,Low,Audio,High,Medium,Short,3,1,2,Easy,Easy,Worksheet,Yes,No,10
S214,8,39.7,6,67.8,7,25,11.2,77.4,4,1,0.62,1,0.7,0.28,0.58,65.3,11.7,Adaptive,12,Male,7,Mild,4,High,Minimal,5.0,6,6,6.0,5.0,Intermediate,High,High,Non-verbal,7,4,6,Medium,Audio,Low,Low,Medium,6,5,8,High,Medium,Flashcards,Yes,No,30
S215,18,39.0,2,77.3,9,39,23.6,63.5,6,1,0.44,0,0.53,0.51,0.59,60.2,18.8,Competency-Based,10,Male,3,Mild,4,High,Minimal,7.0,6,7,9.0,4.0,Beginner,High,Medium,Verbal,10,8,6,High,Visual,Medium,Low,Medium,6,6,5,High,Medium,Flashcards,Yes,Yes,20
S216,5,31.0,3,76.9,5,57,22.7,81.0,0,2,0.45,1,0.87,0.6,0.86,64.1,11.6,Competency-Based,10,Female,9,Mild,4,High,Minimal,4.0,6,7,5.0,6.0,Intermediate,High,High,Verbal,7,8,8,High,Mixed,Low,Low,Medium,8,6,7,High,Medium,Story,No,Yes,25
S217,22,55.2,2,85.7,14,57,12.6,84.4,2,3,0.75,1,0.62,0.19,0.68,76.6,13.2,Adaptive,10,Female,4,Severe,2,Low,Full,6.0,3,3,2.0,3.0,Beginner,Low,Medium,Non-verbal,2,5,3,High,Mixed,High,High,Short,5,4,3,Easy,Easy,Video,Yes,No,10
S218,6,20.8,8,79.5,15,50,27.0,86.7,6,2,0.31,1,0.54,0.52,0.84,67.8,16.9,Adaptive,10,Female,11,Severe,1,Medium,Full,4.0,3,3,6.0,1.0,Emerging,Low,Low,Verbal,1,2,2,Medium,Visual,High,High,Short,2,3,2,Easy,Easy,Worksheet,Yes,Yes,20
S219,21,29.9,2,94.6,16,56,16.8,74.2,0,3,0.46,1,0.85,0.49,0.57,71.3,13.7,Adaptive,15,Female,3,Severe,2,Low,Full,2.0,1,1,4.0,3.0,Beginner,Low,Medium,AAC,2,1,3,Low,Hands-on,High,High,Short,4,4,1,Easy,Easy,Worksheet,Yes,No,10
S220,5,29.5,8,62.8,7,18,14.4,81.4,0,3,0.58,1,0.59,0.46,0.39,61.3,19.4,Competency-Based,13,Female,11,Mild,4,High,Minimal,3.0,6,6,8.0,9.0,Beginner,High,Medium,Non-verbal,5,8,7,High,Visual,Medium,Medium,Medium,5,5,7,High,Medium,Video,No,No,25
S221,21,19.2,5,66.2,7,40,11.4,77.1,5,2,0.37,0,0.46,0.58,0.86,58.5,14.9,Competency-Based,11,Female,3,Mild,4,High,Minimal,9.0,7,6,4.0,8.0,Beginner,High,Medium,Non-verbal,8,6,6,High,Visual,Medium,Medium,Medium,5,6,3,High,Medium,Video,No,Yes,25
S222,22,36.7,7,67.3,8,16,13.9,85.5,1,3,0.35,0,0.71,0.69,0.58,59.7,12.8,Competency-Based,11,Male,12,Mild,4,High,Minimal,7.0,7,5,6.0,7.0,Intermediate,High,High,Verbal,7,7,8,Medium,Visual,Low,Low,Medium,5,7,6,High,Medium,Story,Yes,Yes,20
S223,9,46.0,9,71.0,1,21,8.5,82.2,5,3,0.71,0,0.72,0.33,0.41,67.0,5.4,Adaptive,17,Male,7,Severe,2,Low,Full,5.0,5,1,1.0,3.0,Emerging,Low,Low,AAC,3,4,6,High,Hands-on,High,High,Short,1,3,2,Easy,Easy,Video,Yes,Yes,10
S224,22,38.0,9,87.6,14,43,20.8,80.0,2,3,0.75,0,0.79,0.72,0.48,65.4,11.2,Competency-Based,8,Female,7,Moderate,2,Medium,Partial,2.0,4,5,4.0,5.0,Beginner,Medium,Medium,Verbal,7,4,5,High,Audio,Medium,High,Short,4,8,5,Medium,Easy,Story,Yes,No,15
S225,11,22.1,4,60.6,17,13,26.5,69.5,0,1,0.71,1,0.53,0.21,0.33,61.9,9.5,Competency-Based,16,Female,6,Mild,5,High,Full,7.0,8,7,8.0,7.0,Intermediate,High,High,Verbal,8,7,6,Medium,Audio,Low,Low,Medium,8,5,6,High,Medium,Video,Yes,No,20
S226,3,32.0,9,84.9,2,39,20.1,60.1,7,2,0.75,0,0.64,0.22,0.58,67.9,16.2,Adaptive,11,Female,6,Mild,4,High,Minimal,6.0,6,6,7.0,7.0,Beginner,High,Medium,Verbal,5,8,7,Low,Hands-on,Low,Low,Medium,4,8,5,High,Medium,Video,No,Yes,20
S227,10,15.1,8,68.2,16,17,12.8,66.6,6,1,0.58,1,0.56,0.29,0.81,61.9,8.1,Competency-Based,8,Female,4,Moderate,2,High,Partial,4.0,4,5,5.0,5.0,Beginner,Medium,Medium,Non-verbal,4,5,4,Low,Visual,Medium,High,Short,5,4,5,Medium,Easy,Video,Yes,No,25
S228,9,54.1,6,77.1,3,19,8.7,64.4,3,2,0.71,0,0.44,0.18,0.86,67.3,8.1,Adaptive,16,Female,8,Severe,2,Low,Full,1.0,3,5,1.0,3.0,Beginner,Low,Medium,AAC,2,1,2,Medium,Mixed,High,High,Short,4,3,5,Easy,Hard,Quiz,Yes,Yes,10
S229,20,18.8,2,78.5,3,22,12.7,77.1,0,2,0.49,0,0.88,0.26,0.86,70.3,7.8,Adaptive,8,Male,3,Moderate,2,Medium,Full,2.0,4,6,5.0,3.0,Beginner,Medium,Medium,Non-verbal,4,6,7,Medium,Audio,Medium,High,Short,5,4,4,High,Easy,Story,Yes,No,20
S230,10,41.9,8,66.8,13,55,17.2,83.3,6,3,0.63,0,0.8,0.17,0.38,68.7,6.9,Adaptive,15,Female,5,Mild,3,Medium,Minimal,6.0,4,7,6.0,5.0,Intermediate,High,High,Verbal,10,10,8,High,Hands-on,Medium,Medium,Medium,6,5,7,High,Medium,Story,No,Yes,25
S231,3,59.4,6,73.1,8,37,24.7,68.1,7,2,0.79,1,0.57,0.68,0.53,56.4,9.7,Competency-Based,14,Female,9,Mild,3,High,Minimal,9.0,7,8,7.0,8.0,Beginner,High,Medium,Verbal,5,8,8,Low,Visual,Low,Medium,Long,7,9,5,High,Medium,Flashcards,Yes,Yes,15
S232,13,39.1,7,68.6,8,10,12.1,95.7,3,1,0.41,1,0.73,0.2,0.32,72.9,18.3,Adaptive,16,Female,3,Moderate,2,Medium,Minimal,4.0,3,6,1.0,6.0,Beginner,Medium,Medium,AAC,4,5,5,Low,Audio,Low,High,Short,6,4,4,Medium,Easy,Story,Yes,Yes,20
S233,20,56.6,9,53.1,17,31,23.8,60.3,5,1,0.49,0,0.51,0.62,0.81,47.4,16.6,Competency-Based,18,Male,12,Mild,3,High,Minimal,6.0,9,6,6.0,5.0,Intermediate,High,High,Verbal,9,5,7,Low,Audio,Medium,Low,Medium,5,5,7,High,Medium,Quiz,No,No,15
S234,12,25.6,7,69.7,9,27,27.1,89.3,5,1,0.54,1,0.89,0.13,0.52,72.6,16.0,Adaptive,17,Female,5,Severe,2,Low,Minimal,1.0,1,5,3.0,6.0,Emerging,Low,Low,Non-verbal,3,3,3,Medium,Visual,High,High,Short,3,3,1,Easy,Easy,Story,Yes,No,15
S235,5,49.2,9,54.4,3,31,18.0,83.8,1,2,0.37,0,0.46,0.76,0.68,52.6,17.0,Competency-Based,10,Female,8,Mild,4,High,Full,10.0,6,6,7.0,8.0,Beginner,High,Medium,Verbal,5,10,5,Low,Hands-on,Low,Low,Medium,7,7,4,High,Medium,Worksheet,No,No,20
S236,9,38.9,2,68.2,11,38,26.1,74.2,6,1,0.34,0,0.4,0.6,0.73,57.9,9.0,Competency-Based,18,Male,4,Severe,2,Low,Full,1.0,2,4,2.0,1.0,Beginner,Low,Medium,Verbal,4,5,2,High,Audio,High,High,Short,3,1,5,Easy,Easy,Worksheet,Yes,No,10
S237,18,47.4,3,76.7,7,50,20.2,61.9,0,2,0.71,0,0.68,0.1,0.56,68.2,18.3,Adaptive,8,Male,7,Mild,4,High,Minimal,7.0,6,4,6.0,5.0,Intermediate,High,High,Non-verbal,5,6,9,Low,Mixed,Medium,Medium,Medium,8,6,5,High,Medium,Video,No,Yes,15
S238,18,17.8,2,76.1,1,42,22.0,83.8,4,1,0.79,1,0.72,0.63,0.48,63.6,7.1,Competency-Based,8,Male,5,Mild,4,High,Minimal,8.0,7,7,7.0,7.0,Intermediate,High,High,Verbal,4,4,8,Low,Visual,Low,Medium,Medium,9,5,6,High,Hard,Quiz,No,Yes,25
S239,22,21.6,5,79.8,12,18,19.6,74.7,5,1,0.5,0,0.72,0.46,0.88,65.6,10.0,Adaptive,18,Male,11,Mild,4,Medium,Minimal,6.0,8,7,7.0,6.0,Intermediate,High,High,Verbal,5,6,10,High,Hands-on,Low,Low,Long,8,8,7,High,Hard,Worksheet,Yes,No,30
S240,19,21.0,8,54.3,15,40,18.2,95.6,5,2,0.34,0,0.43,0.65,0.88,57.9,13.8,Competency-Based,14,Female,6,Mild,4,Low,Minimal,5.0,6,6,7.0,6.0,Beginner,High,Medium,Non-verbal,5,6,7,Low,Hands-on,Medium,Medium,Medium,6,5,5,High,Medium,Story,No,No,20
S241,4,45.9,4,79.3,1,57,13.2,80.6,1,1,0.33,0,0.57,0.47,0.47,67.4,6.5,Adaptive,16,Female,12,Mild,4,High,Partial,8.0,4,7,7.0,9.0,Beginner,High,Medium,Verbal,6,7,6,High,Audio,Medium,Low,Short,8,7,6,Medium,Medium,Worksheet,Yes,Yes,20
S242,3,53.0,3,64.0,10,12,14.7,95.7,3,3,0.75,1,0.67,0.55,0.59,64.0,16.0,Competency-Based,17,Male,3,Moderate,1,Medium,Partial,4.0,2,5,3.0,3.0,Beginner,Medium,Medium,AAC,2,6,4,Low,Visual,Medium,High,Short,6,5,6,Medium,Easy,Flashcards,Yes,Yes,20
